AÑO,COLE_COD_MCPIO_UBICACION,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,COLE_MCPIO_UBICACION
2020,05212,55,53,50,51,50,262,COPACABANA
2020,05234,44,42,40,40,38,209,DABEIBA
2020,05237,52,51,47,48,44,247,DONMATÍAS
2020,05240,47,45,42,42,41,220,EBÉJICO
2020,05250,46,43,40,41,40,214,EL BAGRE
2020,05264,51,50,47,47,45,244,ENTRERRÍOS
2020,05266,57,57,53,55,58,280,ENVIGADO
2020,05282,48,44,43,44,42,225,FREDONIA
2020,05284,51,48,45,46,43,239,FRONTINO
2020,05306,47,42,43,43,40,219,GIRALDO
2020,05308,54,52,49,51,49,258,GIRARDOTA
2020,05310,49,49,45,46,42,237,GÓMEZ PLATA
2020,05313,53,53,48,50,45,256,GRANADA
2020,05315,48,45,46,45,42,230,GUADALUPE
2020,05318,54,54,50,50,49,261,GUARNE
2020,05321,54,53,49,50,47,256,GUATAPÉ
2020,05347,52,46,45,48,42,239,HELICONIA
2020,05353,56,50,49,51,50,258,HISPANIA
2020,05360,54,50,49,50,49,255,ITAGÜÍ
2020,05361,45,42,41,41,39,213,ITUANGO
2020,05364,54,51,48,50,43,254,JARDÍN
2020,05368,52,50,48,49,46,249,JERICÓ
2020,05376,54,54,50,51,48,261,LA CEJA
2020,05380,56,55,51,53,55,272,LA ESTRELLA
2020,05390,47,45,44,43,42,225,LA PINTADA
2020,05400,52,52,48,48,46,250,LA UNIÓN
2020,05411,48,45,42,43,41,223,LIBORINA
2020,05425,50,49,46,46,43,239,MACEO
2020,05440,53,53,49,49,48,256,MARINILLA
2020,05467,48,45,44,45,41,228,MONTEBELLO
2020,05475,43,40,39,37,38,200,MURINDÓ
2020,05480,45,43,40,40,39,211,MUTATÁ
2020,05483,46,41,41,43,39,214,NARIÑO
2020,05490,44,42,39,39,39,206,NECOCLÍ
2020,05495,46,43,41,41,40,214,NECHÍ
2020,05501,46,44,41,42,37,215,OLAYA
2020,05541,49,49,46,46,45,239,PEÑOL
2020,05543,50,45,44,45,40,229,PEQUE
2020,05576,47,44,45,44,43,226,PUEBLORRICO
2020,05579,47,44,41,42,40,218,PUERTO BERRÍO
2020,05585,47,45,43,43,40,223,PUERTO NARE
2020,05591,52,52,46,49,45,250,PUERTO TRIUNFO
2020,05604,46,44,40,40,39,214,REMEDIOS
2020,05607,56,56,53,54,57,277,RETIRO
2020,05615,53,52,49,49,50,256,RIONEGRO
2020,05628,46,45,43,42,41,221,SABANALARGA
2020,05631,57,56,53,54,54,276,SABANETA
2020,05642,51,48,45,46,42,238,SALGAR
2020,05647,46,44,43,43,40,220,SAN ANDRÉS DE CUERQUÍA
2020,05649,50,47,45,46,42,235,SAN CARLOS
2020,05652,49,45,43,44,43,226,SAN FRANCISCO
2020,05656,48,46,44,43,41,226,SAN JERÓNIMO
2020,05658,51,47,45,47,43,239,SAN JOSÉ DE LA MONTAÑA
2020,05659,45,43,40,41,39,213,SAN JUAN DE URABÁ
2020,05660,49,47,45,45,43,232,SAN LUIS
2020,05664,50,47,45,45,42,234,SAN PEDRO DE LOS MILAGROS
2020,05665,46,44,41,41,39,215,SAN PEDRO DE URABÁ
2020,05667,50,48,46,45,43,236,SAN RAFAEL
2020,05670,48,46,43,44,41,226,SAN ROQUE
2020,05674,50,51,46,46,44,242,SAN VICENTE FERRER
2020,05679,50,48,44,44,42,232,SANTA BÁRBARA
2020,05686,53,51,49,49,47,253,SANTA ROSA DE OSOS
2020,05690,47,45,43,42,40,221,SANTO DOMINGO
2020,05697,51,48,45,46,44,239,EL SANTUARIO
2020,05736,47,43,41,42,41,217,SEGOVIA
2020,05756,49,47,45,45,42,232,SONSÓN
2020,05761,47,44,41,42,39,218,SOPETRÁN
2020,05789,49,47,45,46,43,233,TÁMESIS
2020,05790,45,43,41,41,39,213,TARAZÁ
2020,05792,51,49,45,47,42,238,TARSO
2020,05809,47,45,42,43,42,223,TITIRIBÍ
2020,05819,45,43,40,40,38,210,TOLEDO
2020,05837,45,42,40,40,39,210,TURBO
2020,05842,46,40,39,42,38,210,URAMITA
2020,05847,47,45,42,42,40,220,URRAO
2020,05854,46,42,42,40,40,214,VALDIVIA
2020,05856,52,44,43,44,40,230,VALPARAÍSO
2020,05858,48,44,41,43,39,220,VEGACHÍ
2020,05861,48,46,44,44,41,227,VENECIA
2020,05873,41,40,36,36,37,192,VIGÍA DEL FUERTE
2020,05885,50,45,42,45,40,226,YALÍ
2020,05887,50,48,44,45,43,235,YARUMAL
2020,05890,47,43,41,42,39,216,YOLOMBÓ
2020,05893,48,48,45,43,43,232,YONDÓ
2020,05895,43,40,38,38,38,200,ZARAGOZA
2021,05001,53,49,48,48,50,250,MEDELLÍN
2021,05002,52,49,48,46,45,244,ABEJORRAL
2021,05004,51,44,39,42,41,221,ABRIAQUÍ
2021,05021,49,46,46,45,44,234,ALEJANDRÍA
2021,05030,49,46,44,43,43,230,AMAGÁ
2021,05031,50,48,46,45,43,236,AMALFI
2021,05034,51,48,47,47,45,243,ANDES
2021,05036,42,43,42,38,40,208,ANGELÓPOLIS
2021,05038,44,42,41,39,38,209,ANGOSTURA
2021,05040,44,40,40,38,39,202,ANORÍ
2021,05042,49,46,44,43,42,228,SANTA FÉ DE ANTIOQUIA
2021,05044,50,47,45,45,40,234,ANZÁ
2021,05045,49,45,44,43,44,228,APARTADÓ
2021,05051,44,41,41,38,39,207,ARBOLETES
2021,05055,47,44,44,42,39,222,ARGELIA
2021,05059,57,54,52,49,52,267,ARMENIA
2021,05079,50,47,45,44,44,234,BARBOSA
2021,05086,48,44,44,42,42,224,BELMIRA
2021,05088,54,50,48,48,51,252,BELLO
2021,05091,48,44,44,42,40,222,BETANIA
2021,05093,46,42,42,41,39,215,BETULIA
2021,05101,52,49,47,46,45,243,CIUDAD BOLÍVAR
2021,05107,49,47,47,44,41,233,BRICEÑO
2021,05113,48,43,43,43,42,223,BURITICÁ
2021,05120,46,43,42,40,39,214,CÁCERES
2021,05125,45,41,42,41,38,211,CAICEDO
2021,05129,54,50,49,48,49,252,CALDAS
2021,05134,47,42,42,40,40,214,CAMPAMENTO
2021,05138,48,44,44,43,41,225,CAÑASGORDAS
2021,05142,50,48,45,43,43,233,CARACOLÍ
2021,05145,48,46,45,44,42,229,CARAMANTA
2021,05147,50,46,44,44,44,231,CAREPA
2021,05148,55,53,51,50,51,263,EL CARMEN DE VIBORAL
2021,05150,48,44,45,43,42,225,CAROLINA
2021,05154,51,48,46,44,44,238,CAUCASIA
2021,05172,48,45,43,42,42,224,CHIGORODÓ
2021,05190,50,50,45,45,44,239,CISNEROS
2021,05197,52,48,47,46,46,243,COCORNÁ
2021,05206,49,48,46,44,43,233,CONCEPCIÓN
2021,05209,47,43,43,41,40,218,CONCORDIA
2021,05212,56,52,50,50,53,262,COPACABANA
2021,05234,44,40,40,39,39,206,DABEIBA
2021,05237,53,51,50,49,48,254,DONMATÍAS
2021,05240,49,46,44,43,41,229,EBÉJICO
2021,05250,45,42,41,40,40,210,EL BAGRE
2021,05264,53,51,51,49,50,257,ENTRERRÍOS
2021,05266,59,56,54,54,64,284,ENVIGADO
2021,05282,49,44,44,44,44,227,FREDONIA
2021,05284,50,47,46,45,45,237,FRONTINO
2021,05306,49,46,46,44,41,232,GIRALDO
2021,05308,53,50,48,48,50,252,GIRARDOTA
2021,05310,51,48,45,45,44,237,GÓMEZ PLATA
2021,05313,50,50,47,46,46,243,GRANADA
2021,05315,48,46,46,42,42,228,GUADALUPE
2021,05318,55,53,51,49,52,262,GUARNE
2021,05321,54,51,49,49,51,256,GUATAPÉ
2021,05347,47,45,43,43,41,223,HELICONIA
2021,05353,53,51,48,48,52,253,HISPANIA
2021,05360,54,50,49,48,51,253,ITAGÜÍ
2021,05361,44,40,40,39,38,205,ITUANGO
2021,05364,54,49,49,49,46,253,JARDÍN
2021,05368,48,47,45,44,45,232,JERICÓ
2021,05376,54,53,51,49,51,260,LA CEJA
2021,05380,58,55,53,53,59,277,LA ESTRELLA
2021,05390,50,46,45,44,46,233,LA PINTADA
2021,05400,51,50,48,46,47,244,LA UNIÓN
2021,05411,48,43,43,42,40,220,LIBORINA
2021,05425,49,48,46,43,41,232,MACEO
2021,05440,55,52,50,49,53,261,MARINILLA
2021,05467,48,46,47,44,44,233,MONTEBELLO
2021,05475,39,35,35,34,36,180,MURINDÓ
2021,05480,46,40,40,39,39,207,MUTATÁ
2021,05483,46,43,44,43,40,221,NARIÑO
2021,05490,44,40,40,38,38,203,NECOCLÍ
2021,05495,46,42,41,40,39,212,NECHÍ
2021,05501,48,45,44,45,41,227,OLAYA
2021,05541,50,48,46,45,46,237,PEÑOL
2021,05543,48,43,42,44,41,223,PEQUE
2021,05576,48,45,44,43,45,226,PUEBLORRICO
2021,05579,47,43,42,42,41,219,PUERTO BERRÍO
2021,05585,47,44,43,40,42,219,PUERTO NARE
2021,05591,52,49,48,46,45,245,PUERTO TRIUNFO
2021,05604,47,43,41,40,39,215,REMEDIOS
2021,05607,56,55,52,52,61,274,RETIRO
2021,05615,54,51,49,48,52,254,RIONEGRO
2021,05628,48,47,45,42,42,228,SABANALARGA
2021,05631,58,55,53,53,58,277,SABANETA
2021,05642,50,46,44,42,41,228,SALGAR
2021,05647,49,46,45,45,42,231,SAN ANDRÉS DE CUERQUÍA
2021,05649,48,44,43,43,41,225,SAN CARLOS
2021,05652,48,47,45,43,43,230,SAN FRANCISCO
2021,05656,49,46,45,43,42,229,SAN JERÓNIMO
2021,05658,51,47,46,43,42,234,SAN JOSÉ DE LA MONTAÑA
2021,05659,46,42,42,40,40,213,SAN JUAN DE URABÁ
2021,05660,51,49,47,45,44,240,SAN LUIS
2021,05664,53,49,48,46,45,246,SAN PEDRO DE LOS MILAGROS
2021,05665,46,42,42,40,40,214,SAN PEDRO DE URABÁ
2021,05667,49,45,45,44,44,229,SAN RAFAEL
2021,05670,48,45,43,41,40,221,SAN ROQUE
2021,05674,51,49,47,46,47,242,SAN VICENTE FERRER
2021,05679,50,47,46,44,44,235,SANTA BÁRBARA
2021,05686,55,52,51,49,52,260,SANTA ROSA DE OSOS
2021,05690,48,44,43,42,41,221,SANTO DOMINGO
2021,05697,52,48,46,46,47,241,EL SANTUARIO
2021,05736,47,41,41,40,41,212,SEGOVIA
2021,05756,50,47,46,44,44,235,SONSÓN
2021,05761,49,45,43,43,42,226,SOPETRÁN
2021,05789,50,46,45,45,44,233,TÁMESIS
2021,05790,48,44,43,42,41,222,TARAZÁ
2021,05792,51,49,47,46,46,244,TARSO
2021,05809,52,47,46,46,45,240,TITIRIBÍ
2021,05819,50,48,46,45,43,237,TOLEDO
2021,05837,45,41,40,38,39,208,TURBO
2021,05842,48,45,43,44,40,224,URAMITA
2021,05847,47,44,44,41,40,220,URRAO
2021,05854,47,44,43,42,40,219,VALDIVIA
2021,05856,52,50,49,47,41,245,VALPARAÍSO
2021,05858,46,42,41,39,41,211,VEGACHÍ
2021,05861,49,45,46,44,43,231,VENECIA
2021,05873,40,37,35,34,39,185,VIGÍA DEL FUERTE
2021,05885,47,42,43,42,39,218,YALÍ
2021,05887,53,51,49,48,46,251,YARUMAL
2021,05890,47,43,42,41,41,217,YOLOMBÓ
2021,05893,49,45,45,42,44,227,YONDÓ
2021,05895,44,39,39,37,38,200,ZARAGOZA
2022,05001,53,50,48,48,50,250,MEDELLÍN
2022,05002,53,52,49,49,48,254,ABEJORRAL
2022,05004,48,48,45,45,44,233,ABRIAQUÍ
2022,05021,48,45,46,43,42,227,ALEJANDRÍA
2022,05030,50,46,45,44,44,233,AMAGÁ
2022,05031,50,48,45,43,42,233,AMALFI
2022,05034,53,50,49,49,46,251,ANDES
2022,05036,45,40,40,40,40,209,ANGELÓPOLIS
2022,05038,43,40,40,39,38,204,ANGOSTURA
2022,05040,41,37,38,37,38,192,ANORÍ
2022,05042,49,45,44,44,44,230,SANTA FÉ DE ANTIOQUIA
2022,05044,47,43,44,42,40,221,ANZÁ
2022,05045,51,47,46,45,46,236,APARTADÓ
2022,05051,45,42,42,40,41,212,ARBOLETES
2022,05055,47,45,45,44,40,225,ARGELIA
2022,05059,53,49,49,48,48,250,ARMENIA
2022,05079,50,47,45,45,44,235,BARBOSA
2022,05086,48,46,45,42,41,227,BELMIRA
2022,05088,54,50,48,48,50,252,BELLO
2022,05091,48,45,43,43,40,224,BETANIA
2022,05093,45,42,42,41,39,213,BETULIA
2022,05101,52,49,47,46,45,243,CIUDAD BOLÍVAR
2022,05107,48,44,43,44,41,224,BRICEÑO
2022,05113,47,42,44,45,39,223,BURITICÁ
2022,05120,45,41,42,41,40,212,CÁCERES
2022,05125,44,41,42,40,38,209,CAICEDO
2022,05129,54,51,49,49,51,256,CALDAS
2022,05134,47,44,44,43,41,224,CAMPAMENTO
2022,05138,48,44,45,43,40,224,CAÑASGORDAS
2022,05142,47,47,45,44,44,230,CARACOLÍ
2022,05145,48,46,44,45,42,228,CARAMANTA
2022,05147,49,47,44,44,44,232,CAREPA
2022,05148,56,54,52,50,51,266,EL CARMEN DE VIBORAL
2022,05150,48,44,46,44,44,229,CAROLINA
2022,05154,51,50,47,45,47,243,CAUCASIA
2022,05172,48,46,45,43,42,228,CHIGORODÓ
2022,05190,50,51,47,45,44,241,CISNEROS
2022,05197,53,50,48,47,45,248,COCORNÁ
2022,05206,49,44,43,42,42,224,CONCEPCIÓN
2022,05209,46,43,43,41,40,216,CONCORDIA
2022,05212,55,52,51,50,53,263,COPACABANA
2022,05234,45,42,42,41,38,212,DABEIBA
2022,05237,51,48,46,46,47,242,DONMATÍAS
2022,05240,47,46,45,43,42,227,EBÉJICO
2022,05250,46,42,41,41,40,214,EL BAGRE
2022,05264,53,52,50,50,51,260,ENTRERRÍOS
2022,05266,58,56,54,54,62,282,ENVIGADO
2022,05282,50,47,46,46,46,238,FREDONIA
2022,05284,50,48,47,45,44,238,FRONTINO
2022,05306,46,43,43,41,39,217,GIRALDO
2022,05308,53,50,48,47,50,251,GIRARDOTA
2022,05310,49,50,48,47,44,244,GÓMEZ PLATA
2022,05313,51,50,47,46,46,243,GRANADA
2022,05315,51,49,50,46,44,246,GUADALUPE
2022,05318,53,51,49,49,50,253,GUARNE
2022,05321,53,52,48,49,49,254,GUATAPÉ
2022,05347,49,47,47,45,45,237,HELICONIA
2022,05353,53,47,48,47,53,248,HISPANIA
2022,05360,55,52,50,50,53,261,ITAGÜÍ
2022,05361,44,40,41,40,39,208,ITUANGO
2022,05364,52,50,48,47,47,248,JARDÍN
2022,05368,52,49,47,48,47,246,JERICÓ
2022,05376,56,54,52,51,53,268,LA CEJA
2022,05380,57,54,51,51,57,270,LA ESTRELLA
2022,05390,51,48,46,46,46,240,LA PINTADA
2022,05400,52,53,49,48,49,255,LA UNIÓN
2022,05411,49,46,44,44,43,229,LIBORINA
2022,05425,50,49,47,46,43,240,MACEO
2022,05440,55,52,51,50,53,262,MARINILLA
2022,05467,49,46,45,44,45,231,MONTEBELLO
2022,05475,42,34,41,35,37,191,MURINDÓ
2022,05480,45,41,42,40,40,212,MUTATÁ
2022,05483,48,45,45,44,41,227,NARIÑO
2022,05490,45,41,41,40,40,209,NECOCLÍ
2022,05495,46,42,42,41,39,214,NECHÍ
2022,05501,53,49,47,47,46,245,OLAYA
2022,05541,49,48,45,45,47,236,PEÑOL
2022,05543,48,44,43,43,41,223,PEQUE
2022,05576,50,46,47,45,46,237,PUEBLORRICO
2022,05579,47,43,42,42,42,219,PUERTO BERRÍO
2022,05585,46,43,42,41,41,215,PUERTO NARE
2022,05591,51,49,48,46,47,244,PUERTO TRIUNFO
2022,05604,45,41,40,40,40,209,REMEDIOS
2022,05607,55,54,51,51,58,268,RETIRO
2022,05615,55,53,50,50,55,263,RIONEGRO
2022,05628,47,43,43,41,41,218,SABANALARGA
2022,05631,58,54,53,53,58,278,SABANETA
2022,05642,52,48,45,44,44,237,SALGAR
2022,05647,49,46,46,45,41,232,SAN ANDRÉS DE CUERQUÍA
2022,05649,49,46,45,44,43,231,SAN CARLOS
2022,05652,49,49,46,45,46,238,SAN FRANCISCO
2022,05656,51,47,47,47,45,241,SAN JERÓNIMO
2022,05658,49,48,45,43,44,233,SAN JOSÉ DE LA MONTAÑA
2022,05659,45,41,41,40,40,209,SAN JUAN DE URABÁ
2022,05660,49,48,47,44,43,236,SAN LUIS
2022,05664,53,50,49,48,47,250,SAN PEDRO DE LOS MILAGROS
2022,05665,47,45,45,42,41,224,SAN PEDRO DE URABÁ
2022,05667,52,49,47,47,49,245,SAN RAFAEL
2022,05670,47,45,43,42,42,223,SAN ROQUE
2022,05674,51,49,47,46,47,243,SAN VICENTE FERRER
2022,05679,51,49,46,47,45,242,SANTA BÁRBARA
2022,05686,54,53,51,50,51,261,SANTA ROSA DE OSOS
2022,05690,51,48,47,45,43,239,SANTO DOMINGO
2022,05697,52,49,46,47,48,243,EL SANTUARIO
2022,05736,46,42,42,41,41,215,SEGOVIA
2022,05756,49,48,46,45,43,235,SONSÓN
2022,05761,47,45,43,42,42,223,SOPETRÁN
2022,05789,50,46,47,47,44,239,TÁMESIS
2022,05790,47,44,44,42,40,222,TARAZÁ
2022,05792,52,50,47,47,46,245,TARSO
2022,05809,50,45,44,45,45,232,TITIRIBÍ
2022,05819,46,41,41,39,39,209,TOLEDO
2022,05837,46,42,41,41,41,214,TURBO
2022,05842,47,43,44,43,43,222,URAMITA
2022,05847,47,44,44,42,41,222,URRAO
2022,05854,50,47,45,44,42,234,VALDIVIA
2022,05856,50,48,44,45,43,234,VALPARAÍSO
2022,05858,47,43,42,40,40,215,VEGACHÍ
2022,05861,47,43,43,42,42,221,VENECIA
2022,05873,40,37,37,35,41,190,VIGÍA DEL FUERTE
2022,05885,45,42,40,38,38,207,YALÍ
2022,05887,54,51,49,49,47,254,YARUMAL
2022,05890,46,42,41,40,40,213,YOLOMBÓ
2022,05893,49,47,45,43,43,231,YONDÓ
2022,05895,44,40,40,39,39,204,ZARAGOZA
